basin_id,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean
FR000509,H602101001,H6021010,FR,FR_EAUFRANCE,L'Aisne à Passavant-en-Argonne,4.970668,49.019222,4.970668,49.019222,145,233.0,233.503,0,-0.2158798283261742,1974-04-17,1997-02-24,24,272,8165,6459,185.0,7670.0,0.0,495.0,C,,677,1,['FR000509'],0.977,0.384,1.786,4.703,0.459,127.19,27.13,0.031,4.07,38.695,5.728,142.387,20.941,0.0,2.382,2.227,0.935,-0.084,0.023,15.28,1.182,2.0,220.356,4.102,4.0,304.44,193.177,143.099,1.962,85.872,0.507,0.711,0.198,9,1.085,0.0,0.0,99.989,0.011,0.011,0.0,81.693,18.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.863,71.406,0.653,0.077,0.0,0.0,27.863,0.0,0.0,0.0,124.723,130.0,30.0,47.037,43.702,30.843,25.455,6.089,1.421,1.038,0.184,0.653,0.009,0.24,0.323,0.399,0.011,0.563,0.0,0.0,6.0,1.92,5.42,1.429,0.181,0.056,6.0
FR000372,F664000104,H5841020,FR,FR_EAUFRANCE,La Marne à Noisiel et à Gournay-sur-Marne,2.575131,48.86507,2.575131,48.86507,,12598.0,12653.157,0,-0.4378234640419053,1996-10-30,2023-09-30,28,324,9832,9832,0.0,9439.0,0.0,393.0,A,,677,78,"['FR003452', 'FR003453', 'FR003454', 'FR003455', 'FR003456', 'FR003457', 'FR000347', 'FR000348', 'FR000349', 'FR000350', 'FR000351', 'FR000352', 'FR000353', 'FR000354', 'FR000355', 'FR000356', 'FR000357', 'FR003573', 'FR003574', 'FR003578', 'FR003579', 'FR000358', 'FR003584', 'FR003585', 'FR003587', 'FR003588', 'FR003589', 'FR000359', 'FR003591', 'FR003592', 'FR003593', 'FR003598', 'FR003599', 'FR000360', 'FR003600', 'FR003601', 'FR003602', 'FR003603', 'FR003604', 'FR003605', 'FR003606', 'FR003607', 'FR000361', 'FR000362', 'FR000363', 'FR000364', 'FR000365', 'FR000366', 'FR000367', 'FR000368', 'FR000369', 'FR000370', 'FR000371', 'FR000468', 'FR000469', 'FR000470', 'FR000473', 'FR000476', 'FR000478', 'FR000479', 'FR000480', 'FR000481', 'FR000482', 'FR000483', 'FR000484', 'FR000485', 'FR000486', 'FR000488', 'FR000494', 'FR000495', 'FR000496', 'FR000498', 'FR000499', 'FR000500', 'FR000501', 'FR000502', 'FR000503', 'FR000504', 'FR000505', 'FR000506', 'FR000507', 'FR000372']",0.739,0.358,2.078,1.916,0.718,145.72,20.381,0.231,2.096,,,0.038,1.0,0.0,2.078,2.226,1.071,-0.032,0.021,13.566,1.153,1.0,219.172,4.077,4.0,525.727,207.657,26.591,2.8,68.472,0.625,0.469,0.19,8,4.778,0.0,0.0,89.693,10.307,10.307,0.0,8.613,81.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098,75.244,11.273,0.385,0.0,0.0,10.608,2.49,0.0,0.0,105.668,130.0,0.0,53.206,37.882,38.103,23.706,8.338,1.383,1.483,0.136,0.572,0.045,0.544,0.122,0.261,0.013999999999999999,0.666,5.0,5.0,53.0,56.08,429.86,1.67,167.262,321.792,36.0
FR003492,H123101001,L'Aube Ã  Blaincourt-sur-Aube,FR,FR_EAUFRANCE,L'Aube à Blaincourt-sur-Aube,4.457205,48.394757,4.457205,48.394757,111,1640.0,1647.031,0,-0.4287195121951188,1953-02-27,2023-09-30,71,847,25733,21999,50.0,25249.0,1.0,483.0,A,['FR000398'],677,11,"['FR000302', 'FR003488', 'FR003489', 'FR003490', 'FR003491', 'FR003492', 'FR000395', 'FR000396', 'FR000397', 'FR000398']",0.982,0.436,1.776,2.604,0.625,146.015,30.914,0.131,3.263,1.667,4.034,50.726,9.421,0.0,2.258,2.253,0.998,-0.032,0.027,15.566,1.179,1.0,223.675,4.135,4.0,525.727,303.195,110.205,4.188,49.343,1.509,0.479,0.191,8,1.55,0.0,0.0,96.2,3.799,3.799,0.0,3.792,92.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.507,87.963,2.53,0.0,0.0,0.0,9.038,0.469,0.0,0.0,82.797,130.0,30.0,53.94,34.294,37.838,27.868,8.252,1.362,0.993,0.169,0.619,0.016,0.353,0.099,0.521,0.006,0.45199999999999996,1.0,1.0,3.0,4.49,23.81,1.559,1.98,7.072,8.0
DEBY0790,24213806,Weißenburg-Gunzenhausen,DE,DE_BY,Schwäbische Rezat,11.00388601939619,49.12054601057427,11.00388601939619,49.12054601057427,362.65,161.7,162.73,0,-0.6369820655534948,1969-11-01,2023-08-19,55,592,17282,16132,2368.0,0.0,17282.0,0.0,D,,1,3,"['DEBY0790', 'DEBY0869', 'DEBY0877']",0.525,0.269,1.743,1.737,0.617,152.341,24.507,0.132,1.487,4.947,1.636,5.285,2.941,0.0,1.902,2.151,1.131,0.245,0.065,17.729,1.17,4.0,236.588,4.147,1.0,636.026,460.88,366.682,4.089,51.698,1.51,0.759,0.132,9,1.321,0.0,0.0,87.217,12.784,12.624,0.16,76.414,10.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.101,54.899,0.0,0.0,0.0,0.0,0.0,0.0,45.101,0.0,110.982,130.0,30.0,54.947,29.748,33.558,36.693,5.503,1.315,1.269,0.14,0.577,0.07,0.428,0.29100000000000004,0.20500000000000002,0.0,0.7190000000000001,0.0,0.0,0.0,0.0,0.0,6.015,0.054,0.099,17.0
FR003483,H040001001,La Seine Ã  Bar-sur-Seine,FR,FR_EAUFRANCE,La Seine à Bar-sur-Seine,4.375513,48.117792,4.375513,48.117792,148,2340.0,2337.191,0,0.1200427350427434,1950-01-01,2023-09-30,74,885,26923,25117,13.0,25601.0,0.0,1322.0,A,,677,17,"['FR003421', 'FR003422', 'FR003423', 'FR003474', 'FR003476', 'FR003477', 'FR003478', 'FR003479', 'FR003480', 'FR003481', 'FR003482', 'FR000383', 'FR000386', 'FR000387', 'FR000388', 'FR000389', 'FR003483']",0.896,0.401,1.703,3.08,0.623,142.859,28.35,0.092,3.031,4.315,4.953,63.532,15.352,0.0,2.236,2.285,1.022,-0.023,0.025,15.933,1.151,1.0,225.921,4.166,4.0,538.176,321.292,150.059,3.908,51.907,0.98,0.608,0.197,8,1.059,0.0,0.0,98.351,1.649,1.649,0.0,0.0,98.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.588,98.277,0.0,0.134,0.0,0.0,1.588,0.0,0.0,0.0,87.126,130.0,30.0,53.564,36.696,37.297,26.007,8.729,1.373,0.979,0.157,0.602,0.013999999999999999,0.434,0.09799999999999999,0.444,0.01,0.532,0.0,0.0,2.0,0.72,2.2,1.596,0.925,13.177,10.0
CZ000233,201000,Praha-Libeň,CZ,CZ_CHMU,Rokytka,14.4703112560739,50.1070371025263,14.4703112560739,50.1070371025263,,137.36,137.36,0,0.0,1992-11-01,2016-12-31,25,284,8643,5083,184.0,0.0,8643.0,0.0,B,,3,3,"['CZ000231', 'CZ000232', 'CZ000233']",0.348,0.236,2.391,1.663,0.623,183.571,29.471,0.081,0.881,4.564,4.5,13.396,4.403,0.0,1.475,2.169,1.471,0.518,0.053,18.899,1.195,4.0,256.113,4.497,1.0,490.455,293.08,186.999,2.232,77.57,0.0,0.486,0.209,10,2.53,2.974,0.798,0.012,96.21600000000001,22.025,74.191,0.0,0.012,0.798,0.0,0.0,0.0,0.0,0.0,1.677,0.0,0.978,0.319,6.379,0.0,0.0,93.621,0.0,0.0,0.0,0.0,6.379,0.0,129.437,130.0,50.0,57.886,37.535,35.838,26.627,6.465,1.306,1.964,0.116,0.479,0.348,0.402,0.106,0.104,0.014,0.508,0.0,0.0,4.0,0.61,1.97,4.89,0.0,0.0,4.0
HU000030,11,Árpás,HU,HU_CONTACTFORM,Rába,17.40132,47.51207,17.40132,47.51207,113.13,6610.0,6482.94755298315,5,1.9221247657617284,1954-04-02,2022-12-31,59,489,9504,553,15607.0,0.0,9504.0,0.0,E,,2,46,"['AT000431', 'AT000432', 'AT000433', 'AT000434', 'AT000435', 'AT000436', 'AT000437', 'AT000438', 'AT000439', 'AT000440', 'AT000441', 'AT000442', 'AT000443', 'AT000444', 'AT000445', 'AT000446', 'AT000447', 'AT000448', 'AT000449', 'AT000450', 'AT000451', 'AT000452', 'AT000453', 'AT000454', 'AT000455', 'AT000456', 'AT000457', 'AT000458', 'AT000459', 'AT000460', 'AT000461', 'AT000462', 'AT000463', 'AT000464', 'AT000465', 'HU000030', 'HU000033', 'HU000034', 'HU000035', 'HU000036', 'HU000037', 'HU000038', 'HU000039', 'HU000040', 'HU003738', 'HUGR0001', 'HUGR0033', 'HUGR0040']",0.392,0.183,1.239,1.909,0.576,181.077,34.599,0.08,1.063,2.037,1.963,17.294,4.592,0.0,2.008,2.323,1.157,0.566,0.067,21.008,1.164,4.0,254.562,4.456,2.0,1765.428,423.24,114.094,6.243,41.531,9.693,0.601,0.214,9,14.14,0.825,22.204,50.174,26.797,26.315,0.482,47.296,2.878,22.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,41.357,33.394,17.618,7.630731610790416,0.0,0.0,31.891,9.466,0.0,0.0,73.337,130.0,30.0,53.779,41.523,35.565,22.912,6.257,1.386,1.321,0.169,0.598,0.046,0.307,0.213,0.41300000000000003,0.018000000000000002,0.52,0.0,0.0,9.0,2.16,7.43,4.958,18.279,25.53,64.0
FI000187,3507700,Parkanonjoki,FI,FI_SYKE,Kokemäenjoki,22.99215703,61.90175495,22.992157037991,61.9017549516211,,680.0,701.447,0,-3.1539705882352944,1948-04-01,1971-12-31,18,212,6449,3287,2226.0,0.0,6449.0,0.0,E,,631,4,"['FI000184', 'FI000185', 'FI000186', 'FI000187']",0.88,0.579,1.696,2.364,0.637,193.538,42.225,0.172,2.71,0.252,4.0,21.252,17.789,0.0,1.648,1.483,0.9,0.278,0.243,17.599,1.163,4.0,240.506,4.114,3.0,210.874,149.732,87.071,1.383,90.187,0.008,0.6,0.179,4,34.158,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.687,0.0,0.0,92.31299999999999,0.0,0.0,7.687,0.0,0.0,0.0,130.0,130.0,130.0,61.538,67.608,18.082,14.31,3.458,1.325,10.763,0.114,0.497,0.013999999999999999,0.039,0.071,0.667,0.076,0.10999999999999999,0.0,0.0,20.0,49.92,521.32,21.147,0.877,0.781,6.0
DEBW0270,Steinheim Bottwar,Steinheim Bottwar,DE,DE_BW,,9.281719500485565,48.97008932434787,9.281719500485565,48.97008932434786,201.2,76.0,76.252,0,-0.3315789473684149,1980-03-01,2023-10-10,44,524,15929,15929,0.0,0.0,15929.0,0.0,B,,1,1,['DEBW0270'],0.747,0.337,1.534,1.554,0.737,169.31,22.316,0.272,1.653,1.223,1.432,,,0.0,2.212,2.193,0.991,0.141,0.037,17.43,1.175,4.0,228.751,4.049,1.0,538.989,315.693,207.466,6.984,21.344,7.292,0.604,0.117,9,1.667,0.0,0.0,100.0,0.0,0.0,0.0,99.999,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.463,96.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.013,130.0,30.0,54.336,38.221,37.221,24.558,8.195,1.383,1.118,0.175,0.616,0.083,0.211,0.33999999999999997,0.368,0.0,0.5509999999999999,0.0,0.0,0.0,0.0,0.0,3.358,0.0,0.008,16.0
GB000002,10003,Ythan at Ellon,GB,GB_NRFA,Ythan at Ellon,-2.09,57.36,-2.09,57.36,3.8,532.29,532.675,0,-0.072328993593716,1983-05-18,2021-09-30,39,461,14016,14016,0.0,0.0,14016.0,0.0,B,,910,1,['GB000002'],1.326,0.612,1.471,1.953,0.718,133.579,25.954,0.319,3.389,1.016,1.393,8.469,9.848,0.0,2.077,1.47,0.708,0.022,0.033,12.044,1.207,1.0,204.869,3.139,3.0,377.44,108.094,6.58,2.994,60.839,0.285,0.633,0.165,2,7.573,14.731,79.018,0.0,6.251,0.0,6.251,0.0,0.0,79.018,0.0,0.0,0.0,0.0,0.0,6.118,8.429,0.075,0.109,3.629,0.0,82.19,14.180073472306898,0.0,0.0,0.0,0.0,3.629,0.0,100.729,130.0,50.0,61.765,42.759,40.837,16.404,8.312,1.184,2.58,0.122,0.614,0.004,0.588,0.343,0.045,0.014000000000000002,0.931,0.0,0.0,0.0,0.0,0.0,5.934,0.981,0.0,1.0
ES001258,3031,HOZ SECA                           ,ES,ES_CEDEX,,-1.8857116,40.53129587,-1.885711603213096,40.53129587286021,1250,175.0,181.442,0,-3.6811428571428615,2010-10-01,2019-09-30,10,108,3287,3287,0.0,0.0,3287.0,0.0,B,,597,1,['ES001258'],0.769,0.563,1.045,1.131,0.74,182.667,12.738,0.268,1.67,0.667,3.0,,,0.0,1.476,2.802,1.899,-0.098,0.085,25.404,1.338,3.0,281.785,6.901,4.0,1926.059,1610.062,1260.765,8.66,17.955,15.897,0.514,0.202,8,0.982,0.0,5.913,85.89999999999999,8.187,8.187,0.0,14.19,71.71,5.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8919999999999995,89.447,0.0,3.661,0.0,0.0,4.752,0.0,0.0,2.14,38.814,150.0,30.0,48.143,39.582,39.373,21.045,13.04,1.401,2.247,0.106,0.553,0.0,0.031,0.011,0.371,0.586,0.041999999999999996,0.0,0.0,0.0,0.0,0.0,3.376,0.67,1.265,0.0
CZ000189,179900,Lhota,CZ,CZ_CHMU,Radbuza,13.3258039849712,49.6888326462535,13.3258039849712,49.6888326462535,,1181.82,1181.82,0,0.0,1980-11-01,2021-12-31,42,494,15036,15036,0.0,0.0,15036.0,0.0,B,,3,3,"['CZ000187', 'CZ000188', 'CZ000189']",0.361,0.204,1.172,1.703,0.634,158.725,25.999,0.094,0.987,5.563,2.974,8.041,6.018,0.0,1.773,2.155,1.215,0.339,0.075,16.368,1.174,4.0,234.819,4.148,1.0,888.215,464.546,313.196,4.225,44.604,0.986,0.711,0.182,10,1.853,15.387999999999998,27.535,0.0,57.076,25.295,31.781,0.0,0.0,21.593,5.942,0.0,0.0,0.0,0.0,9.927,1.485,0.0,3.976,2.543,0.0,69.945,27.512999999999998,0.0,0.0,0.0,0.0,2.543,0.0,114.268,130.0,50.0,53.212,42.647,37.008,20.345,7.52,1.414,1.176,0.141,0.553,0.035,0.473,0.16699999999999998,0.314,0.008,0.6399999999999999,0.0,0.0,3.0,0.58,2.08,6.888,0.0,0.0,12.0
FR002251,U235401001,U2354010,FR,FR_EAUFRANCE,L'Allan à Courcelles-lès-Montbéliard,6.772998,47.500563,6.772998,47.500563,310,1109.0,1121.295,0,-1.108656447249781,1981-04-16,2023-09-30,43,510,15498,15084,10.0,14505.0,0.0,993.0,C,,27,25,"['CH000164', 'FR004556', 'FR004557', 'FR004558', 'FR004559', 'FR004560', 'FR004561', 'FR004562', 'FR004563', 'FR004564', 'FR004565', 'FR004566', 'FR002237', 'FR002238', 'FR002239', 'FR002240', 'FR002241', 'FR002242', 'FR002243', 'FR002244', 'FR002245', 'FR002246', 'FR002247', 'FR002248', 'FR002249', 'FR002250', 'FR002251', 'FR002252']",1.686,0.518,1.18,2.75,0.508,133.225,25.807,0.217,5.995,9.72,2.303,56.473,9.378,0.0,3.337,2.17,0.65,-0.093,0.038,15.811,1.218,2.0,215.811,3.967,1.0,1243.815,453.788,306.393,5.173,47.939,7.208,0.58,0.189,8,6.317,4.747,0.0,50.175000000000004,45.079,30.157,14.922,16.341,33.834,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.087,3.614,0.721,31.653,38.229,1.302,28.816382988097814,0.0,0.0,31.651,0.0,0.002,0.0,123.849,130.0,30.0,48.412,46.545,28.655,24.8,8.097,1.42,1.056,0.186,0.64,0.114,0.228,0.22,0.41700000000000004,0.005,0.448,1.0,1.0,10.0,2.62,17.76,3.426,1.79,0.371,13.0
FR003144,Y921000202,Y9215020,FR,FR_EAUFRANCE,La Bravona à Tallone [Site barrage],9.440539,42.227191,9.440539,42.227191,100,66.1,66.658,0,-0.8441754916792844,1982-01-01,1999-10-06,17,183,5455,1678,1033.0,4444.0,0.0,1011.0,D,,900,2,"['FR003144', 'FR003145']",0.813,0.424,0.634,2.685,0.534,142.5,41.782,0.052,2.087,8.704,4.062,66.02,11.079,0.0,1.936,2.353,1.215,-0.533,0.005,23.118,1.431,1.0,281.758,8.452,4.0,1707.89,740.097,86.947,18.62,0.916,67.92,0.586,0.163,2,0.717,0.38,99.62,0.0,0.0,0.0,0.0,0.0,0.0,99.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,3.299,0.0,96.701,0.0,0.0,0.0,0.0,0.0,0.0,3.299,54.545,130.0,30.0,51.614,41.985,36.348,21.667,14.409,1.398,1.505,0.257,0.708,0.0,0.0,0.019,0.609,0.371,0.019,0.0,0.0,0.0,0.0,0.0,1.377,0.432,0.432,3.0
ES001371,3224,GARGÜERA                           ,ES,ES_CEDEX,,-5.91542174,40.00918585,-5.915421747932188,40.00918585896124,380,97.0,69.524,2,28.325773195876288,1973-10-01,2019-09-30,47,551,16688,8944,113.0,0.0,16688.0,0.0,B,,597,1,['ES001371'],0.86,0.712,2.399,6.978,0.468,138.929,36.4,0.0,4.126,45.328,8.154,166.866,51.168,0.272,1.233,3.124,2.532,-0.529,0.004,27.417,1.543,2.0,291.857,9.143,4.0,1409.227,691.498,382.557,8.741,19.94,19.75,0.558,0.132,4,1.406,75.92,24.041,0.0,0.04,0.0,0.04,0.0,0.0,24.041,0.0,0.0,0.0,0.0,0.0,75.92,0.0,0.0,0.0,0.0,0.0,4.377,95.623,0.0,0.0,0.0,0.0,0.0,0.0,96.087,150.0,30.0,42.247,59.913,25.406,14.681,15.623,1.508,1.832,0.136,0.578,0.0,0.147,0.28500000000000003,0.296,0.271,0.43200000000000005,1.0,0.0,0.0,0.0,0.0,0.191,0.0,1.161,0.0
AT000075,201657,Wattens,AT,AT_EHYD,Wattenbach,11.59062758,47.29604683,11.59062758619023,47.29604682995097,551,73.9,74.252,0,-0.4763193504735989,1973-01-01,2021-12-31,47,559,16985,14975,912.0,0.0,16985.0,0.0,C,,2,1,['AT000075'],2.797,0.906,0.715,1.866,0.781,244.841,9.774,0.981,6.877,0.022,1.0,,,0.0,3.081,1.511,0.49,0.499,0.282,15.38,1.181,4.0,207.608,3.696,2.0,2838.159,1872.541,551.748,24.082,1.209,87.018,0.562,0.15,2,0.712,2.065,83.46,14.475,0.0,0.0,0.0,0.0,14.475,83.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.065,0.0,0.0,50.198,49.802,0.0,0.0,0.0,0.0,0.0,0.0,54.722,130.0,30.0,46.116,50.903,32.528,16.569,9.75,1.476,1.855,0.108,0.382,0.022,0.0,0.08,0.38099999999999995,0.5169999999999999,0.08,0.0,0.0,0.0,0.0,0.0,33.896,0.0,0.0,8.0
FR001804,O719151001,O7191510,FR,FR_EAUFRANCE,Le Lot à Entraygues-sur-Truyère [amont],2.576498,44.631624,2.576498,44.631624,228,2180.0,2147.472,0,1.4921100917431098,1972-01-01,2023-09-30,51,597,18117,6080,784.0,17335.0,255.0,527.0,C,,541,27,"['FR004274', 'FR004275', 'FR004276', 'FR004277', 'FR004278', 'FR004279', 'FR004280', 'FR004281', 'FR004284', 'FR001789', 'FR001790', 'FR001791', 'FR001792', 'FR001793', 'FR001794', 'FR001795', 'FR001796', 'FR001797', 'FR001798', 'FR001799', 'FR001800', 'FR001801', 'FR001802', 'FR001803', 'FR001804', 'FR001805', 'FR001806']",1.263,0.441,1.533,3.348,0.56,142.523,30.53,0.131,4.023,3.688,2.493,75.542,4.241,0.0,2.881,2.193,0.761,-0.083,0.057,18.831,1.21,1.0,235.772,4.486,4.0,1699.639,926.279,228.857,10.577,10.471,23.681,0.532,0.18,8,1.044,28.892,30.891,33.786,6.431,0.0,6.431,0.244,33.542,30.891,0.0,0.0,0.0,0.0,0.0,21.808,0.0,0.0,7.084,0.031,32.503,36.368,31.09836688817021,0.0,0.0,0.0,0.0,0.0,0.031,54.705,130.0,30.0,50.835,48.043,32.001,19.956,11.355,1.342,2.175,0.172,0.642,0.009999999999999998,0.012,0.373,0.428,0.17300000000000001,0.385,4.0,4.0,3.0,3.41,51.99,4.269,8.518,3.794,14.0
NI000001,201005,Camowen at Camowen Terrace,NI,NI_NRFA,Camowen,-7.28785,54.60357,-7.28785,54.60357,66,276.6,276.42,0,0.0650759219088961,1972-05-01,2021-09-30,50,593,18046,15099,4.0,0.0,18046.0,0.0,B,,1283,1,['NI000001'],2.124,0.614,0.528,2.8,0.54,123.959,20.325,0.321,6.625,4.453,1.229,42.2,8.209,0.0,3.403,1.543,0.454,-0.093,0.01,6.327,1.074,1.0,155.426,3.144,3.0,519.031,158.608,71.509,3.19,59.099,0.091,0.648,0.152,10,10.558,31.665,8.198,0.0,60.137,0.0,60.137,0.0,0.0,8.198,0.0,0.0,0.0,0.0,0.0,11.226,5.01,0.875,14.554,70.324,0.0,0.0,29.67641578756202,0.0,0.0,0.0,0.0,70.324,0.0,113.273,130.0,30.0,50.14,54.462,28.593,16.945,5.175,1.423,3.057,0.194,0.699,0.017,0.0,0.7,0.027000000000000003,0.14500000000000002,0.7,0.0,0.0,2.0,0.46,1.44,4.507,0.0,0.0,0.0
DENW1082,4761500000100,Fiestel,DE,DE_NW,Große Aue,8.558658183711758,52.35324272566005,8.558658183711758,52.35324272566005,"43,88",102.24,146.974,3,-43.753912363067286,1968-01-11,2016-12-09,49,588,17492,17196,374.0,0.0,17492.0,0.0,B,,80,1,['DENW1082'],0.479,0.255,1.602,2.299,0.562,157.065,21.549,0.1,1.364,2.986,1.362,15.515,2.46,0.0,1.879,2.009,1.069,0.114,0.029,16.6,1.175,4.0,228.71,3.988,3.0,318.058,85.19,44.302,2.452,73.606,0.427,0.631,0.114,9,2.137,0.0,0.0,81.719,18.282,16.182,2.1,58.561,23.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.719,24.66,10.621,0.0,0.0,0.0,64.719,0.0,0.0,0.0,130.0,130.0,130.0,54.25,46.486,37.169,16.345,3.541,1.475,1.161,0.143,0.587,0.106,0.677,0.046,0.17099999999999999,0.0,0.7230000000000001,0.0,0.0,0.0,0.0,0.0,3.681,0.0,0.0,8.0
DERP2041,2714050000,Nettegut,DE,DE_RP,Nette,7.423,50.416,7.423,50.416,,368.6,368.0,0,0.1627780792186713,1953-06-01,2021-12-31,69,820,24954,24320,97.0,0.0,24954.0,0.0,B,,1,2,"['DERP2040', 'DERP2041']",0.536,0.296,1.209,1.705,0.682,153.672,19.405,0.172,1.386,1.391,1.979,0.951,4.333,0.0,1.817,2.003,1.102,0.129,0.049,16.205,1.141,4.0,227.662,4.002,3.0,717.766,354.434,69.861,6.783,26.958,9.489,0.583,0.217,2,1.295,34.438,38.93,6.631,9.436,0.974,8.462,0.685,5.946,38.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.438,9.0,17.273,0.0,0.0,82.72718733166158,0.0,0.0,0.0,0.0,17.273,0.0,113.496,130.0,0.0,52.147,42.182,35.962,21.043,7.976,1.394,1.366,0.157,0.578,0.08900000000000001,0.411,0.155,0.315,0.002,0.566,0.0,0.0,1.0,3.25,57.13,4.568,0.0,0.0,22.0
PL001074,151230020,ROSSOSZ,PL,PL_IMGW,Mu³awa (266484),23.132,51.858,23.132,51.858,,139.68,98.0,6,29.839633447880875,1975-11-01,2022-10-31,48,564,17167,17167,0.0,0.0,17167.0,0.0,B,,23,1,['PL001074'],0.396,0.319,0.322,3.134,0.629,162.804,28.387,0.053,1.249,3.277,5.923,52.701,19.816,0.0,1.307,2.066,1.58,0.475,0.098,19.797,1.199,4.0,265.692,4.862,3.0,164.546,153.64,143.549,0.367,99.877,0.0,0.502,0.154,11,47.941,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.258,9.742,0.0,0.0,0.0,0.0,0.0,90.258,0.0,0.0,130.0,130.0,130.0,81.645,36.141,31.924,31.935,16.359,0.691,22.409,0.11,0.485,0.02,0.45,0.375,0.128,0.0,0.825,0.0,0.0,3.0,0.53,0.84,9.458,1.326,0.69,2.0
DEBW0295,Hausen Zaber,Hausen Zaber,DE,DE_BW,,9.115804827622604,49.06634913094159,9.115804827622604,49.06634913094159,167.76,109.0,109.188,0,-0.1724770642201857,1931-11-01,2023-10-10,93,1085,33002,18942,580.0,0.0,33002.0,0.0,B,,1,1,['DEBW0295'],0.556,0.269,1.59,1.451,0.736,166.812,22.502,0.195,1.245,1.37,1.65,0.263,2.375,0.0,2.057,2.222,1.08,0.11,0.033,17.688,1.185,4.0,232.343,4.145,1.0,476.557,255.892,172.989,4.454,47.859,2.967,0.567,0.144,9,6.684,0.0,0.0,100.0,0.0,0.0,0.0,98.092,1.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.849,87.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.46,130.0,30.0,56.086,31.858,35.398,32.743,4.858,1.331,1.135,0.139,0.568,0.094,0.46,0.265,0.178,0.0,0.7250000000000001,1.0,1.0,0.0,0.0,0.0,3.751,0.0,0.015,17.0
